,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),AT (degree C),SR (W/mt2),RH (%),WS (m/s),WD (degree),BP (mmHg),RF (mm),SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),NH3 (ug/m3),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Eth-Benzene (ug/m3),MP-Xylene (ug/m3),O Xylene (ug/m3),Toluene (ug/m3),Xylene (ug/m3),TOT-RF (mm)
0,20-Jun-2021 - 00:00,20-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
1,20-Jun-2021 - 01:00,20-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
2,20-Jun-2021 - 02:00,20-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
3,20-Jun-2021 - 03:00,20-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4,20-Jun-2021 - 04:00,20-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
5,20-Jun-2021 - 05:00,20-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
6,20-Jun-2021 - 06:00,20-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
7,20-Jun-2021 - 07:00,20-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
8,20-Jun-2021 - 08:00,20-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
9,20-Jun-2021 - 09:00,20-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
10,20-Jun-2021 - 10:00,20-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
11,20-Jun-2021 - 11:00,20-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
12,20-Jun-2021 - 12:00,20-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
13,20-Jun-2021 - 13:00,20-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
14,20-Jun-2021 - 14:00,20-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
15,20-Jun-2021 - 15:00,20-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
16,20-Jun-2021 - 16:00,20-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
17,20-Jun-2021 - 17:00,20-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
18,20-Jun-2021 - 18:00,20-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
19,20-Jun-2021 - 19:00,20-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
20,20-Jun-2021 - 20:00,20-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
21,20-Jun-2021 - 21:00,20-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
22,20-Jun-2021 - 22:00,20-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
23,20-Jun-2021 - 23:00,21-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
24,21-Jun-2021 - 00:00,21-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
25,21-Jun-2021 - 01:00,21-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
26,21-Jun-2021 - 02:00,21-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
27,21-Jun-2021 - 03:00,21-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
28,21-Jun-2021 - 04:00,21-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
29,21-Jun-2021 - 05:00,21-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
30,21-Jun-2021 - 06:00,21-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
31,21-Jun-2021 - 07:00,21-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
32,21-Jun-2021 - 08:00,21-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
33,21-Jun-2021 - 09:00,21-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
34,21-Jun-2021 - 10:00,21-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
35,21-Jun-2021 - 11:00,21-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
36,21-Jun-2021 - 12:00,21-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
37,21-Jun-2021 - 13:00,21-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
38,21-Jun-2021 - 14:00,21-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
39,21-Jun-2021 - 15:00,21-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
40,21-Jun-2021 - 16:00,21-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
41,21-Jun-2021 - 17:00,21-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
42,21-Jun-2021 - 18:00,21-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
43,21-Jun-2021 - 19:00,21-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
44,21-Jun-2021 - 20:00,21-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
45,21-Jun-2021 - 21:00,21-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
46,21-Jun-2021 - 22:00,21-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
47,21-Jun-2021 - 23:00,22-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
48,22-Jun-2021 - 00:00,22-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
49,22-Jun-2021 - 01:00,22-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
50,22-Jun-2021 - 02:00,22-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
51,22-Jun-2021 - 03:00,22-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
52,22-Jun-2021 - 04:00,22-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
53,22-Jun-2021 - 05:00,22-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
54,22-Jun-2021 - 06:00,22-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
55,22-Jun-2021 - 07:00,22-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
56,22-Jun-2021 - 08:00,22-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
57,22-Jun-2021 - 09:00,22-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
58,22-Jun-2021 - 10:00,22-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
59,22-Jun-2021 - 11:00,22-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
60,22-Jun-2021 - 12:00,22-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
61,22-Jun-2021 - 13:00,22-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
62,22-Jun-2021 - 14:00,22-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
63,22-Jun-2021 - 15:00,22-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
64,22-Jun-2021 - 16:00,22-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
65,22-Jun-2021 - 17:00,22-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
66,22-Jun-2021 - 18:00,22-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
67,22-Jun-2021 - 19:00,22-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
68,22-Jun-2021 - 20:00,22-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
69,22-Jun-2021 - 21:00,22-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
70,22-Jun-2021 - 22:00,22-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
71,22-Jun-2021 - 23:00,23-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
72,23-Jun-2021 - 00:00,23-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
73,23-Jun-2021 - 01:00,23-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
74,23-Jun-2021 - 02:00,23-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
75,23-Jun-2021 - 03:00,23-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
76,23-Jun-2021 - 04:00,23-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
77,23-Jun-2021 - 05:00,23-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
78,23-Jun-2021 - 06:00,23-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
79,23-Jun-2021 - 07:00,23-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
80,23-Jun-2021 - 08:00,23-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
81,23-Jun-2021 - 09:00,23-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
82,23-Jun-2021 - 10:00,23-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
83,23-Jun-2021 - 11:00,23-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
84,23-Jun-2021 - 12:00,23-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
85,23-Jun-2021 - 13:00,23-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
86,23-Jun-2021 - 14:00,23-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
87,23-Jun-2021 - 15:00,23-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
88,23-Jun-2021 - 16:00,23-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
89,23-Jun-2021 - 17:00,23-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
90,23-Jun-2021 - 18:00,23-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
91,23-Jun-2021 - 19:00,23-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
92,23-Jun-2021 - 20:00,23-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
93,23-Jun-2021 - 21:00,23-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
94,23-Jun-2021 - 22:00,23-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
95,23-Jun-2021 - 23:00,24-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
96,24-Jun-2021 - 00:00,24-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
97,24-Jun-2021 - 01:00,24-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
98,24-Jun-2021 - 02:00,24-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
99,24-Jun-2021 - 03:00,24-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
100,24-Jun-2021 - 04:00,24-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
101,24-Jun-2021 - 05:00,24-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
102,24-Jun-2021 - 06:00,24-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
103,24-Jun-2021 - 07:00,24-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
104,24-Jun-2021 - 08:00,24-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
105,24-Jun-2021 - 09:00,24-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
106,24-Jun-2021 - 10:00,24-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
107,24-Jun-2021 - 11:00,24-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
108,24-Jun-2021 - 12:00,24-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
109,24-Jun-2021 - 13:00,24-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
110,24-Jun-2021 - 14:00,24-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
111,24-Jun-2021 - 15:00,24-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
112,24-Jun-2021 - 16:00,24-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
113,24-Jun-2021 - 17:00,24-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
114,24-Jun-2021 - 18:00,24-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
115,24-Jun-2021 - 19:00,24-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
116,24-Jun-2021 - 20:00,24-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
117,24-Jun-2021 - 21:00,24-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
118,24-Jun-2021 - 22:00,24-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
119,24-Jun-2021 - 23:00,25-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
120,25-Jun-2021 - 00:00,25-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
121,25-Jun-2021 - 01:00,25-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
122,25-Jun-2021 - 02:00,25-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
123,25-Jun-2021 - 03:00,25-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
124,25-Jun-2021 - 04:00,25-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
125,25-Jun-2021 - 05:00,25-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
126,25-Jun-2021 - 06:00,25-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
127,25-Jun-2021 - 07:00,25-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
128,25-Jun-2021 - 08:00,25-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
129,25-Jun-2021 - 09:00,25-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
130,25-Jun-2021 - 10:00,25-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
131,25-Jun-2021 - 11:00,25-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
132,25-Jun-2021 - 12:00,25-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
133,25-Jun-2021 - 13:00,25-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
134,25-Jun-2021 - 14:00,25-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
135,25-Jun-2021 - 15:00,25-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
136,25-Jun-2021 - 16:00,25-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
137,25-Jun-2021 - 17:00,25-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
138,25-Jun-2021 - 18:00,25-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
139,25-Jun-2021 - 19:00,25-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
140,25-Jun-2021 - 20:00,25-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
141,25-Jun-2021 - 21:00,25-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
142,25-Jun-2021 - 22:00,25-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
143,25-Jun-2021 - 23:00,26-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
144,26-Jun-2021 - 00:00,26-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
145,26-Jun-2021 - 01:00,26-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
146,26-Jun-2021 - 02:00,26-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
147,26-Jun-2021 - 03:00,26-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
148,26-Jun-2021 - 04:00,26-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
149,26-Jun-2021 - 05:00,26-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
150,26-Jun-2021 - 06:00,26-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
151,26-Jun-2021 - 07:00,26-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
152,26-Jun-2021 - 08:00,26-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
153,26-Jun-2021 - 09:00,26-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
154,26-Jun-2021 - 10:00,26-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
155,26-Jun-2021 - 11:00,26-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
156,26-Jun-2021 - 12:00,26-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
157,26-Jun-2021 - 13:00,26-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
158,26-Jun-2021 - 14:00,26-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
159,26-Jun-2021 - 15:00,26-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
160,26-Jun-2021 - 16:00,26-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
161,26-Jun-2021 - 17:00,26-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
162,26-Jun-2021 - 18:00,26-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
163,26-Jun-2021 - 19:00,26-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
164,26-Jun-2021 - 20:00,26-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
165,26-Jun-2021 - 21:00,26-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
166,26-Jun-2021 - 22:00,26-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
167,26-Jun-2021 - 23:00,27-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
168,27-Jun-2021 - 00:00,27-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
169,27-Jun-2021 - 01:00,27-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
170,27-Jun-2021 - 02:00,27-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
171,27-Jun-2021 - 03:00,27-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
172,27-Jun-2021 - 04:00,27-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
173,27-Jun-2021 - 05:00,27-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
174,27-Jun-2021 - 06:00,27-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
175,27-Jun-2021 - 07:00,27-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
176,27-Jun-2021 - 08:00,27-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
177,27-Jun-2021 - 09:00,27-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
178,27-Jun-2021 - 10:00,27-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
179,27-Jun-2021 - 11:00,27-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
180,27-Jun-2021 - 12:00,27-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
181,27-Jun-2021 - 13:00,27-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
182,27-Jun-2021 - 14:00,27-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
183,27-Jun-2021 - 15:00,27-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
184,27-Jun-2021 - 16:00,27-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
185,27-Jun-2021 - 17:00,27-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
186,27-Jun-2021 - 18:00,27-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
187,27-Jun-2021 - 19:00,27-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
188,27-Jun-2021 - 20:00,27-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
189,27-Jun-2021 - 21:00,27-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
190,27-Jun-2021 - 22:00,27-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
191,27-Jun-2021 - 23:00,28-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
192,28-Jun-2021 - 00:00,28-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
193,28-Jun-2021 - 01:00,28-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
194,28-Jun-2021 - 02:00,28-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
195,28-Jun-2021 - 03:00,28-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
196,28-Jun-2021 - 04:00,28-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
197,28-Jun-2021 - 05:00,28-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
198,28-Jun-2021 - 06:00,28-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
199,28-Jun-2021 - 07:00,28-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
200,28-Jun-2021 - 08:00,28-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
201,28-Jun-2021 - 09:00,28-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
202,28-Jun-2021 - 10:00,28-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
203,28-Jun-2021 - 11:00,28-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
204,28-Jun-2021 - 12:00,28-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
205,28-Jun-2021 - 13:00,28-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
206,28-Jun-2021 - 14:00,28-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
207,28-Jun-2021 - 15:00,28-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
208,28-Jun-2021 - 16:00,28-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
209,28-Jun-2021 - 17:00,28-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
210,28-Jun-2021 - 18:00,28-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
211,28-Jun-2021 - 19:00,28-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
212,28-Jun-2021 - 20:00,28-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
213,28-Jun-2021 - 21:00,28-Jun-2021 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
214,28-Jun-2021 - 22:00,28-Jun-2021 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
215,28-Jun-2021 - 23:00,29-Jun-2021 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
216,29-Jun-2021 - 00:00,29-Jun-2021 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
217,29-Jun-2021 - 01:00,29-Jun-2021 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
218,29-Jun-2021 - 02:00,29-Jun-2021 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
219,29-Jun-2021 - 03:00,29-Jun-2021 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
220,29-Jun-2021 - 04:00,29-Jun-2021 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
221,29-Jun-2021 - 05:00,29-Jun-2021 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
222,29-Jun-2021 - 06:00,29-Jun-2021 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
223,29-Jun-2021 - 07:00,29-Jun-2021 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
224,29-Jun-2021 - 08:00,29-Jun-2021 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
225,29-Jun-2021 - 09:00,29-Jun-2021 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
226,29-Jun-2021 - 10:00,29-Jun-2021 - 11:00,,,,,,,,,,,,,,,,,,,,,,,0.0
227,29-Jun-2021 - 11:00,29-Jun-2021 - 12:00,,,,,,,,,,,,,,,,,,,,,,,0.0
228,29-Jun-2021 - 12:00,29-Jun-2021 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
229,29-Jun-2021 - 13:00,29-Jun-2021 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
230,29-Jun-2021 - 14:00,29-Jun-2021 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
231,29-Jun-2021 - 15:00,29-Jun-2021 - 16:00,,,,,,,,,,,,,,,,,,,,,,,0.0
232,29-Jun-2021 - 16:00,29-Jun-2021 - 17:00,,,,,,,,,,,,,,,,,,,,,,,0.0
233,29-Jun-2021 - 17:00,29-Jun-2021 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
234,29-Jun-2021 - 18:00,29-Jun-2021 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
235,29-Jun-2021 - 19:00,29-Jun-2021 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
236,29-Jun-2021 - 20:00,29-Jun-2021 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
