,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),AT (degree C),Temp (degree C),SR (W/mt2),RH (%),WS (m/s),WD (degree),BP (mmHg),RF (mm),SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Eth-Benzene,MP-Xylene,O Xylene,Toluene (ug/m3),VWS (m/s),TOT-RF (mm)
4046,05-Jan-2020 - 14:00,05-Jan-2020 - 15:00,71.0,,15.6,29.0,280.0,47.0,3.73,215.5,736.0,0.0,15.98,5.38,33.2,22.02,,34.45,2.3,,,,4.55,-0.12,0.0
4047,05-Jan-2020 - 15:00,05-Jan-2020 - 16:00,64.25,,15.43,28.9,157.75,47.0,3.08,212.5,736.0,0.0,16.1,7.4,43.95,29.35,,30.5,1.9,,,,4.03,-0.12,0.0
4048,05-Jan-2020 - 16:00,05-Jan-2020 - 17:00,64.0,,14.85,28.77,42.25,49.0,2.95,209.5,736.0,0.0,16.62,13.48,58.58,42.12,,22.02,2.05,,,,4.47,-0.2,0.0
4049,05-Jan-2020 - 17:00,05-Jan-2020 - 18:00,66.25,,14.18,28.45,5.0,52.5,2.6,203.5,736.0,0.0,18.55,31.9,76.53,66.67,,12.4,2.3,,,,5.4,-0.18,0.0
4050,05-Jan-2020 - 18:00,05-Jan-2020 - 19:00,82.5,,13.65,28.45,5.0,56.0,2.53,185.25,736.0,0.0,21.33,10.28,73.78,47.58,,12.32,3.47,,,,7.92,-0.18,0.0
4051,05-Jan-2020 - 19:00,05-Jan-2020 - 20:00,109.5,,13.15,28.7,5.0,63.0,2.22,176.5,736.0,0.0,26.55,14.0,83.1,55.6,,5.83,4.72,,,,10.12,-0.18,0.0
4052,05-Jan-2020 - 20:00,05-Jan-2020 - 21:00,135.25,,12.82,28.7,5.0,66.25,1.47,156.75,736.0,0.0,25.85,10.58,75.9,49.0,,5.25,5.7,,,,13.05,-0.15,0.0
4053,05-Jan-2020 - 21:00,05-Jan-2020 - 22:00,142.25,,12.45,28.62,5.0,69.75,1.12,154.75,736.0,0.0,26.38,8.2,69.33,43.55,,4.58,5.72,,,,13.78,-0.18,0.0
4054,05-Jan-2020 - 22:00,05-Jan-2020 - 23:00,133.0,,12.18,28.67,5.0,70.5,1.8,175.25,736.0,0.0,22.27,6.1,63.38,38.67,,4.35,5.68,,,,13.55,-0.2,0.0
4055,05-Jan-2020 - 23:00,06-Jan-2020 - 00:00,127.75,,11.9,28.62,5.0,71.75,1.48,172.0,736.0,0.0,19.88,5.22,59.67,35.95,,4.12,5.35,,,,13.07,-0.18,0.0
4056,06-Jan-2020 - 00:00,06-Jan-2020 - 01:00,120.25,,11.7,28.58,5.0,73.0,1.43,172.0,736.0,0.0,18.92,4.35,54.65,32.62,,4.43,4.98,,,,12.45,-0.2,0.0
4057,06-Jan-2020 - 01:00,06-Jan-2020 - 02:00,116.5,,11.57,28.55,5.0,72.75,1.85,167.25,736.0,0.0,17.55,3.55,48.85,28.85,,5.45,4.75,,,,11.95,-0.2,0.0
4058,06-Jan-2020 - 02:00,06-Jan-2020 - 03:00,111.0,,11.45,28.55,5.0,73.0,1.75,160.25,736.0,0.0,16.95,2.65,46.55,26.92,,6.32,4.45,,,,11.8,-0.15,0.0
4059,06-Jan-2020 - 03:00,06-Jan-2020 - 04:00,107.5,,11.33,28.5,5.0,73.0,2.38,182.0,736.0,0.0,16.32,2.52,39.1,22.82,,8.23,4.28,,,,11.33,-0.15,0.0
4060,06-Jan-2020 - 04:00,06-Jan-2020 - 05:00,102.5,,11.35,28.5,5.0,73.0,2.65,190.75,736.0,0.0,15.28,4.7,30.55,20.05,,13.7,4.15,,,,10.57,-0.18,0.0
4061,06-Jan-2020 - 05:00,06-Jan-2020 - 06:00,93.25,,11.07,28.48,5.0,73.0,2.33,191.25,736.0,0.0,12.85,5.5,31.75,21.35,,11.5,3.82,,,,9.27,-0.15,0.0
4062,06-Jan-2020 - 06:00,06-Jan-2020 - 07:00,97.25,,10.9,28.45,5.0,73.0,2.35,189.0,736.0,0.0,14.98,12.95,39.58,31.6,,8.3,3.92,,,,9.07,-0.18,0.0
4063,06-Jan-2020 - 07:00,06-Jan-2020 - 08:00,101.75,,11.03,28.42,18.25,72.75,1.77,196.75,736.0,0.0,17.12,28.68,46.6,48.08,,6.57,4.02,,,,8.53,-0.15,0.0
4064,06-Jan-2020 - 08:00,06-Jan-2020 - 09:00,112.75,,12.3,28.85,128.75,65.5,1.02,196.25,736.0,0.0,18.68,15.75,48.1,38.43,,9.05,4.5,,,,8.8,-0.2,0.0
4065,06-Jan-2020 - 09:00,06-Jan-2020 - 10:00,112.0,,13.45,29.4,228.5,57.5,1.9,194.5,736.0,0.0,20.45,13.2,48.45,36.5,,13.5,4.7,,,,9.0,-0.15,0.0
4066,06-Jan-2020 - 10:00,06-Jan-2020 - 11:00,95.5,,14.85,29.48,369.25,48.25,2.0,212.75,736.0,0.0,17.7,5.22,33.85,22.27,,25.5,3.9,,,,7.95,-0.2,0.0
4067,06-Jan-2020 - 11:00,06-Jan-2020 - 12:00,74.5,,15.45,29.25,429.25,45.5,2.42,213.75,736.0,0.0,17.45,5.25,34.42,22.6,,24.52,3.42,,,,8.45,-0.2,0.0
4068,06-Jan-2020 - 12:00,06-Jan-2020 - 13:00,59.5,,16.07,29.1,430.75,42.5,2.83,216.75,736.0,0.0,11.48,5.45,33.2,22.12,,28.02,3.0,,,,6.72,-0.2,0.0
4069,06-Jan-2020 - 13:00,06-Jan-2020 - 14:00,55.25,,16.58,29.32,396.0,41.75,2.88,216.75,736.0,0.0,11.35,5.73,35.7,23.68,,29.23,2.8,,,,6.4,-0.23,0.0
4070,06-Jan-2020 - 14:00,06-Jan-2020 - 15:00,52.5,,17.95,29.38,307.75,40.75,2.83,215.5,736.0,0.0,15.68,7.8,38.65,26.9,,27.65,2.4,,,,5.35,-0.23,0.0
4071,06-Jan-2020 - 15:00,06-Jan-2020 - 16:00,39.25,,18.43,28.42,143.5,40.75,2.85,215.5,736.0,0.0,15.72,11.65,47.9,34.97,,18.5,1.97,,,,4.95,-0.23,0.0
4072,06-Jan-2020 - 16:00,06-Jan-2020 - 17:00,31.0,,17.95,27.88,33.75,42.5,2.1,218.0,736.0,0.0,17.23,26.73,67.42,57.6,,14.18,2.02,,,,5.88,-0.2,0.0
4073,06-Jan-2020 - 17:00,06-Jan-2020 - 18:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4074,06-Jan-2020 - 18:00,06-Jan-2020 - 19:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4075,06-Jan-2020 - 19:00,06-Jan-2020 - 20:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4076,06-Jan-2020 - 20:00,06-Jan-2020 - 21:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4077,06-Jan-2020 - 21:00,06-Jan-2020 - 22:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4078,06-Jan-2020 - 22:00,06-Jan-2020 - 23:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4079,06-Jan-2020 - 23:00,07-Jan-2020 - 00:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4080,07-Jan-2020 - 00:00,07-Jan-2020 - 01:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4081,07-Jan-2020 - 01:00,07-Jan-2020 - 02:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4082,07-Jan-2020 - 02:00,07-Jan-2020 - 03:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4083,07-Jan-2020 - 03:00,07-Jan-2020 - 04:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4084,07-Jan-2020 - 04:00,07-Jan-2020 - 05:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4085,07-Jan-2020 - 05:00,07-Jan-2020 - 06:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4086,07-Jan-2020 - 06:00,07-Jan-2020 - 07:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4087,07-Jan-2020 - 07:00,07-Jan-2020 - 08:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4088,07-Jan-2020 - 08:00,07-Jan-2020 - 09:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4089,07-Jan-2020 - 09:00,07-Jan-2020 - 10:00,169.0,,14.1,29.4,145.5,70.0,3.2,192.5,736.0,0.0,18.4,6.85,35.6,24.5,,9.4,4.8,,,,8.55,-0.2,0.0
4090,07-Jan-2020 - 10:00,07-Jan-2020 - 11:00,176.75,,14.95,28.32,125.0,65.75,2.78,185.0,736.0,0.0,18.52,4.6,38.75,24.3,,14.15,5.57,,,,9.8,-0.18,0.0
4091,07-Jan-2020 - 11:00,07-Jan-2020 - 12:00,173.0,,16.0,28.38,339.5,61.25,2.6,198.0,736.0,0.0,18.38,4.12,36.5,22.8,,18.5,5.17,,,,10.1,-0.18,0.0
4092,07-Jan-2020 - 12:00,07-Jan-2020 - 13:00,173.0,,17.3,28.8,463.0,53.0,2.5,207.0,736.0,0.0,18.9,3.0,29.5,18.1,,27.7,5.3,,,,10.7,-0.2,0.0
4093,07-Jan-2020 - 13:00,07-Jan-2020 - 14:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4094,07-Jan-2020 - 14:00,07-Jan-2020 - 15:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4095,07-Jan-2020 - 15:00,07-Jan-2020 - 16:00,97.0,,17.4,29.5,124.0,52.0,1.6,216.0,736.0,0.0,13.3,1.8,30.4,17.6,,30.8,3.1,,,,5.8,-0.2,0.0
4096,07-Jan-2020 - 16:00,07-Jan-2020 - 17:00,96.5,,17.03,29.52,25.25,54.5,2.05,222.0,736.0,0.0,19.25,2.4,30.32,18.07,,31.5,3.17,,,,5.45,-0.2,0.0
4097,07-Jan-2020 - 17:00,07-Jan-2020 - 18:00,102.5,,16.42,29.38,5.0,59.75,2.2,218.5,736.0,0.0,20.75,1.45,41.7,23.32,,25.8,3.6,,,,6.28,-0.15,0.0
4098,07-Jan-2020 - 18:00,07-Jan-2020 - 19:00,128.5,,15.73,29.15,5.0,63.75,1.78,203.75,736.0,0.0,18.35,2.65,55.75,31.8,,16.88,4.7,,,,7.92,-0.2,0.0
4099,07-Jan-2020 - 19:00,07-Jan-2020 - 20:00,142.75,,15.4,28.88,5.0,65.25,2.3,216.75,736.0,0.0,19.35,2.62,59.38,33.73,,13.68,5.75,,,,9.3,-0.18,0.0
4100,07-Jan-2020 - 20:00,07-Jan-2020 - 21:00,156.0,,15.1,28.88,5.0,67.75,2.05,211.75,736.0,0.0,21.95,3.88,59.33,34.72,,9.03,7.38,,,,10.6,-0.18,0.0
4101,07-Jan-2020 - 21:00,07-Jan-2020 - 22:00,164.25,,14.85,29.0,5.0,68.5,1.9,221.5,736.0,0.0,24.73,9.77,64.52,42.3,,5.72,6.48,,,,12.18,-0.2,0.0
4102,07-Jan-2020 - 22:00,07-Jan-2020 - 23:00,170.5,,14.6,28.68,5.0,70.0,2.8,197.75,736.0,0.0,21.62,11.2,59.52,40.77,,5.0,6.78,,,,12.88,-0.2,0.0
4103,07-Jan-2020 - 23:00,08-Jan-2020 - 00:00,165.75,,14.38,28.02,5.0,70.5,3.8,188.75,736.0,0.0,19.18,4.57,52.8,31.8,,7.5,5.88,,,,10.82,-0.12,0.0
4104,08-Jan-2020 - 00:00,08-Jan-2020 - 01:00,153.0,,14.17,27.93,5.0,70.25,3.5,201.5,736.0,0.0,16.95,2.12,40.33,23.15,,12.75,4.92,,,,8.75,-0.15,0.0
4105,08-Jan-2020 - 01:00,08-Jan-2020 - 02:00,141.5,,14.1,27.88,5.0,70.25,4.2,191.5,736.0,0.0,14.12,2.2,42.42,24.38,,12.57,4.83,,,,7.83,-0.15,0.0
4106,08-Jan-2020 - 02:00,08-Jan-2020 - 03:00,135.25,,13.68,27.17,5.0,71.5,4.42,192.25,736.0,0.0,14.4,2.58,48.4,27.85,,8.18,4.15,,,,6.03,-0.18,0.0
4107,08-Jan-2020 - 03:00,08-Jan-2020 - 04:00,140.75,,13.35,27.83,5.0,73.0,2.7,206.25,736.0,0.0,14.75,4.33,42.67,26.18,,5.03,4.35,,,,6.02,-0.15,0.0
4108,08-Jan-2020 - 04:00,08-Jan-2020 - 05:00,146.0,,13.2,27.45,5.0,73.0,4.35,180.5,736.0,0.0,16.5,2.53,33.67,19.98,,7.4,4.42,,,,6.12,-0.12,0.0
4109,08-Jan-2020 - 05:00,08-Jan-2020 - 06:00,147.25,,13.35,28.15,5.0,73.0,0.98,182.25,736.0,0.0,17.67,4.28,34.73,21.95,,6.8,4.3,,,,5.95,-0.15,0.0
4110,08-Jan-2020 - 06:00,08-Jan-2020 - 07:00,152.0,,13.3,28.65,5.0,73.0,2.9,149.5,736.0,0.0,17.68,3.65,35.88,22.05,,6.2,4.67,,,,6.78,-0.18,0.0
4111,08-Jan-2020 - 07:00,08-Jan-2020 - 08:00,154.5,,13.22,27.7,5.0,73.0,3.65,160.25,736.0,0.0,17.62,2.62,33.52,20.0,,7.75,4.67,,,,6.4,-0.15,0.0
4112,08-Jan-2020 - 08:00,08-Jan-2020 - 09:00,147.75,,13.52,27.65,5.0,72.5,3.65,187.25,736.0,0.0,17.8,3.65,34.52,21.35,,10.3,4.85,,,,6.15,-0.18,0.0
4113,08-Jan-2020 - 09:00,08-Jan-2020 - 10:00,132.0,,13.8,27.25,35.0,71.0,5.55,190.5,736.0,0.0,20.2,4.75,36.5,23.3,,11.15,4.2,,,,5.5,-0.05,0.0
4114,08-Jan-2020 - 10:00,08-Jan-2020 - 11:00,107.5,,14.12,28.02,29.25,70.75,1.93,100.0,736.0,0.0,19.55,6.12,40.02,26.25,,9.83,4.17,,,,6.33,-0.18,0.0
4115,08-Jan-2020 - 11:00,08-Jan-2020 - 12:00,121.25,,14.05,28.1,26.75,70.75,3.98,174.0,736.0,0.0,19.05,4.18,37.1,23.1,,12.93,4.88,,,,10.6,-0.15,0.0
4116,08-Jan-2020 - 12:00,08-Jan-2020 - 13:00,134.0,,13.9,27.5,51.75,73.0,6.15,178.5,736.0,0.0,17.3,3.8,28.62,18.27,,13.12,4.58,,,,8.47,-0.03,0.0
4117,08-Jan-2020 - 13:00,08-Jan-2020 - 14:00,138.25,,13.75,27.45,5.5,73.0,4.2,180.75,736.0,1.0,16.12,4.08,30.53,19.55,,13.72,4.48,,,,6.4,-0.1,4.0
4118,08-Jan-2020 - 14:00,08-Jan-2020 - 15:00,122.75,,13.57,28.2,17.0,73.0,4.25,206.25,736.0,1.62,18.07,8.02,40.18,27.92,,10.22,4.62,,,,7.58,-0.08,6.5
4119,08-Jan-2020 - 15:00,08-Jan-2020 - 16:00,119.0,,13.57,27.25,26.0,73.0,6.9,190.75,736.0,0.0,17.35,2.75,26.4,16.25,,,4.55,,,,8.88,-0.12,0.0
4120,08-Jan-2020 - 16:00,08-Jan-2020 - 17:00,114.0,,13.82,27.0,5.0,73.0,5.5,197.0,736.0,0.0,16.43,1.85,27.55,16.15,,16.7,3.83,,,,5.8,-0.15,0.0
4121,08-Jan-2020 - 17:00,08-Jan-2020 - 18:00,112.25,,13.9,27.45,5.0,73.0,4.05,195.0,736.0,0.0,16.12,2.92,32.08,19.45,,14.32,3.7,,,,6.05,-0.15,0.0
4122,08-Jan-2020 - 18:00,08-Jan-2020 - 19:00,115.75,,14.0,27.98,5.0,72.75,2.9,183.0,736.0,0.0,17.32,2.93,33.6,20.28,,14.05,4.28,,,,7.92,-0.12,0.0
4123,08-Jan-2020 - 19:00,08-Jan-2020 - 20:00,118.0,,13.9,27.73,5.0,73.0,4.15,188.25,736.0,0.0,18.12,2.2,37.0,21.48,,12.28,4.93,,,,10.75,-0.12,0.0
4124,08-Jan-2020 - 20:00,08-Jan-2020 - 21:00,124.75,,13.88,27.62,5.0,72.75,4.4,175.5,736.0,0.0,17.5,2.3,32.4,19.15,,13.05,4.83,,,,9.53,-0.1,0.0
4125,08-Jan-2020 - 21:00,08-Jan-2020 - 22:00,108.75,,13.9,27.27,5.0,70.0,4.85,176.25,736.0,0.0,15.85,2.07,25.6,15.3,,17.6,3.83,,,,6.77,-0.18,0.0
4126,08-Jan-2020 - 22:00,08-Jan-2020 - 23:00,75.25,,13.83,26.45,5.0,68.25,6.77,169.75,736.0,0.0,14.45,1.68,22.8,13.5,,19.23,2.9,,,,4.4,-0.12,0.0
4127,08-Jan-2020 - 23:00,09-Jan-2020 - 00:00,58.0,,13.62,26.27,5.0,68.5,5.8,170.75,736.0,0.0,11.9,2.33,22.35,13.78,,18.8,2.3,,,,3.1,-0.12,0.0
4128,09-Jan-2020 - 00:00,09-Jan-2020 - 01:00,61.25,,13.55,27.25,5.0,68.5,1.28,140.0,736.0,0.0,15.97,2.23,26.43,15.88,,16.7,2.05,,,,2.95,-0.15,0.0
4129,09-Jan-2020 - 01:00,09-Jan-2020 - 02:00,72.75,,13.6,28.33,5.0,69.5,0.68,174.5,736.0,0.0,18.52,1.95,29.22,17.15,,13.23,2.48,,,,4.6,-0.2,0.0
4130,09-Jan-2020 - 02:00,09-Jan-2020 - 03:00,78.75,,13.5,28.57,5.0,71.5,0.88,171.25,736.0,0.0,18.55,2.22,27.75,16.55,,12.18,2.67,,,,5.8,-0.2,0.0
4131,09-Jan-2020 - 03:00,09-Jan-2020 - 04:00,83.25,,13.53,28.67,5.0,71.75,0.5,163.75,736.0,0.0,19.5,5.58,30.15,20.58,,11.22,2.95,,,,6.52,-0.18,0.0
4132,09-Jan-2020 - 04:00,09-Jan-2020 - 05:00,91.25,,13.35,28.7,5.0,73.0,0.5,164.0,736.0,0.0,20.4,14.72,35.35,30.83,,7.58,3.15,,,,6.58,-0.2,0.0
4133,09-Jan-2020 - 05:00,09-Jan-2020 - 06:00,95.0,,13.55,28.8,5.0,73.0,0.5,165.0,736.0,0.0,21.65,3.97,37.38,23.12,,6.5,3.62,,,,7.1,-0.18,0.0
4134,09-Jan-2020 - 06:00,09-Jan-2020 - 07:00,97.75,,13.6,28.8,5.0,73.0,0.5,165.0,736.0,0.0,20.57,20.2,44.2,39.92,,3.58,3.62,,,,7.28,-0.2,0.0
4135,09-Jan-2020 - 07:00,09-Jan-2020 - 08:00,109.5,,13.62,28.8,5.0,73.0,0.5,165.0,736.0,0.0,25.8,36.35,42.9,52.4,,3.6,4.38,,,,8.43,-0.2,0.0
4136,09-Jan-2020 - 08:00,09-Jan-2020 - 09:00,120.0,,13.9,28.77,49.0,72.75,0.82,187.5,736.0,0.0,25.02,26.25,43.4,44.45,,4.2,4.8,,,,9.32,-0.2,0.0
4137,09-Jan-2020 - 09:00,09-Jan-2020 - 10:00,120.0,,14.35,28.75,72.5,71.0,2.25,221.0,736.0,0.0,25.75,22.55,45.0,42.3,,5.95,5.0,,,,9.7,-0.2,0.0
4138,09-Jan-2020 - 10:00,09-Jan-2020 - 11:00,82.0,,15.3,29.0,194.0,66.5,2.75,224.0,736.0,0.0,20.15,12.6,35.65,29.2,,12.7,4.75,,,,9.95,-0.2,0.0
4139,09-Jan-2020 - 11:00,09-Jan-2020 - 12:00,78.0,,15.5,29.4,132.0,66.0,1.8,211.0,736.0,0.0,16.1,4.1,29.9,19.2,,16.8,4.3,,,,9.4,-0.2,0.0
4140,09-Jan-2020 - 12:00,09-Jan-2020 - 13:00,,,,,,,,,,,,,,,,,,,,,,,0.0
4141,09-Jan-2020 - 13:00,09-Jan-2020 - 14:00,66.75,,15.98,29.38,133.0,61.75,2.03,221.75,736.0,0.0,15.57,3.08,28.1,17.43,,20.28,3.9,,,,8.95,-0.2,0.0
4142,09-Jan-2020 - 14:00,09-Jan-2020 - 15:00,66.0,,16.18,29.62,200.0,62.0,2.1,223.25,736.0,0.0,16.5,3.2,26.3,16.6,,20.65,4.03,,,,9.28,-0.2,0.0
4143,09-Jan-2020 - 15:00,09-Jan-2020 - 16:00,64.0,,15.97,29.73,103.75,61.0,2.6,222.5,736.0,0.0,16.17,3.62,28.55,18.15,,23.1,3.77,,,,9.12,-0.18,0.0
4144,09-Jan-2020 - 16:00,09-Jan-2020 - 17:00,68.25,,15.52,29.92,24.5,63.25,3.2,220.0,736.0,0.0,17.2,3.75,30.97,19.52,,18.43,3.48,,,,8.3,-0.18,0.0
4145,09-Jan-2020 - 17:00,09-Jan-2020 - 18:00,72.0,,14.85,29.92,5.0,66.0,2.9,223.0,736.0,0.0,17.92,3.88,33.38,20.9,,13.7,3.7,,,,7.97,-0.2,0.0
4146,09-Jan-2020 - 18:00,09-Jan-2020 - 19:00,61.0,,14.5,29.68,5.0,67.5,2.58,218.5,736.0,0.0,20.45,29.1,46.6,48.45,,8.6,4.3,,,,12.0,-0.2,0.0
4147,09-Jan-2020 - 19:00,09-Jan-2020 - 20:00,63.0,,13.98,29.42,5.0,70.0,3.1,222.5,736.0,0.0,23.57,33.5,49.08,53.3,,5.97,6.78,,,,19.98,-0.2,0.0
4148,09-Jan-2020 - 20:00,09-Jan-2020 - 21:00,55.75,,13.52,29.3,5.0,70.25,3.77,222.5,736.0,0.0,20.23,16.5,37.5,33.33,,8.6,6.05,,,,19.2,-0.18,0.0
4149,09-Jan-2020 - 21:00,09-Jan-2020 - 22:00,44.25,,13.15,29.12,5.0,71.5,3.85,225.25,736.0,0.0,18.52,4.67,25.58,17.38,,11.53,4.83,,,,15.27,-0.18,0.0
4150,09-Jan-2020 - 22:00,09-Jan-2020 - 23:00,48.0,,12.8,29.02,5.0,72.0,3.22,224.0,736.0,0.0,17.2,2.62,19.8,12.68,,13.18,4.22,,,,13.27,-0.18,0.0
4151,09-Jan-2020 - 23:00,10-Jan-2020 - 00:00,47.5,,12.57,28.95,5.0,72.0,3.95,223.0,736.0,0.0,16.2,3.2,15.95,11.07,,15.32,3.55,,,,11.65,-0.2,0.0
4152,10-Jan-2020 - 00:00,10-Jan-2020 - 01:00,44.25,,12.25,28.85,5.0,72.75,3.55,222.25,736.0,0.0,17.02,4.12,15.3,11.48,,14.62,2.95,,,,9.6,-0.15,0.0
4153,10-Jan-2020 - 01:00,10-Jan-2020 - 02:00,40.0,,11.88,28.75,5.0,72.25,2.9,220.75,736.0,0.0,16.42,2.75,12.53,8.9,,13.62,2.7,,,,8.17,-0.12,0.0
4154,10-Jan-2020 - 02:00,10-Jan-2020 - 03:00,43.75,,11.62,28.67,5.0,72.0,2.7,220.0,736.0,0.0,17.3,3.52,14.88,10.75,,11.88,2.6,,,,8.03,-0.18,0.0
4155,10-Jan-2020 - 03:00,10-Jan-2020 - 04:00,46.0,,11.4,28.65,5.0,72.0,2.58,226.75,736.0,0.0,17.62,5.52,15.4,12.72,,10.53,2.62,,,,7.95,-0.2,0.0
4156,10-Jan-2020 - 04:00,10-Jan-2020 - 05:00,47.75,,11.25,28.55,5.0,72.0,2.98,223.0,736.0,0.0,17.77,8.35,17.1,15.88,,9.32,2.65,,,,7.8,-0.2,0.0
4157,10-Jan-2020 - 05:00,10-Jan-2020 - 06:00,52.75,,11.1,28.48,5.0,72.0,2.6,221.75,736.0,0.0,18.9,26.2,27.7,36.03,,6.0,2.77,,,,7.38,-0.12,0.0
4158,10-Jan-2020 - 06:00,10-Jan-2020 - 07:00,54.0,,11.05,28.35,5.0,72.0,2.4,212.0,736.0,0.0,18.73,44.7,30.15,52.4,,4.5,2.92,,,,7.4,-0.12,0.0
4159,10-Jan-2020 - 07:00,10-Jan-2020 - 08:00,61.75,,11.07,28.33,19.75,72.0,2.58,223.5,736.0,0.0,20.15,50.1,33.0,58.3,,4.25,3.12,,,,7.58,-0.15,0.0
4160,10-Jan-2020 - 08:00,10-Jan-2020 - 09:00,70.5,,11.73,28.48,132.5,71.25,3.05,225.75,736.0,0.0,19.35,19.5,24.98,29.12,,7.45,3.3,,,,7.22,-0.2,0.0
4161,10-Jan-2020 - 09:00,10-Jan-2020 - 10:00,81.0,,12.3,28.75,234.5,69.0,2.55,226.0,736.0,0.0,18.65,10.85,21.45,20.25,,9.85,3.4,,,,7.05,-0.2,0.0
4162,10-Jan-2020 - 10:00,10-Jan-2020 - 11:00,94.0,,13.75,29.05,385.5,63.5,3.05,219.5,736.0,0.0,19.6,12.6,32.05,27.25,,15.6,4.7,,,,10.5,-0.2,0.0
4163,10-Jan-2020 - 11:00,10-Jan-2020 - 12:00,101.5,,14.68,29.35,444.25,60.5,2.52,213.75,736.0,0.0,20.27,9.88,31.43,24.77,,19.07,4.93,,,,11.47,-0.2,0.0
4164,10-Jan-2020 - 12:00,10-Jan-2020 - 13:00,96.25,,15.2,29.48,474.25,58.0,2.33,190.25,736.0,0.0,18.3,6.88,26.75,19.83,,23.5,4.82,,,,10.5,-0.2,0.0
4165,10-Jan-2020 - 13:00,10-Jan-2020 - 14:00,82.25,,15.5,28.57,434.75,56.75,2.65,202.5,736.0,0.0,15.83,6.75,30.38,21.62,,26.55,4.38,,,,9.77,-0.18,0.0
4166,10-Jan-2020 - 14:00,10-Jan-2020 - 15:00,72.0,,15.4,29.15,338.0,57.0,3.05,202.5,736.0,0.0,18.62,6.78,29.93,21.42,,25.3,4.32,,,,9.05,-0.2,0.0
4167,10-Jan-2020 - 15:00,10-Jan-2020 - 16:00,64.5,,15.1,29.45,208.0,57.5,3.25,189.5,736.0,0.0,18.52,4.7,23.05,16.07,,23.6,3.52,,,,7.38,-0.15,0.0
4168,10-Jan-2020 - 16:00,10-Jan-2020 - 17:00,60.0,,14.23,29.5,63.25,61.5,2.85,187.75,736.0,0.0,17.45,6.42,27.18,19.7,,19.62,3.08,,,,6.7,-0.18,0.0
4169,10-Jan-2020 - 17:00,10-Jan-2020 - 18:00,60.75,,13.28,29.42,5.0,65.5,2.77,206.75,736.0,0.0,17.6,12.43,36.7,29.62,,13.22,3.53,,,,8.2,-0.2,0.0
4170,10-Jan-2020 - 18:00,10-Jan-2020 - 19:00,66.0,,12.65,29.23,5.0,69.25,2.67,208.25,736.0,0.0,20.65,26.18,45.25,45.4,,8.05,4.75,,,,12.48,-0.2,0.0
4171,10-Jan-2020 - 19:00,10-Jan-2020 - 20:00,80.25,,12.35,29.02,5.0,70.75,2.25,204.75,736.0,0.0,24.7,39.52,51.17,59.38,,5.22,7.1,,,,24.55,-0.18,0.0
4172,10-Jan-2020 - 20:00,10-Jan-2020 - 21:00,97.5,,12.07,28.83,5.0,72.0,2.23,206.0,736.0,0.0,24.45,43.12,50.53,61.95,,5.35,7.03,,,,23.38,-0.2,0.0
4173,10-Jan-2020 - 21:00,10-Jan-2020 - 22:00,105.75,,11.93,28.52,5.0,72.0,1.33,185.75,736.0,0.0,25.6,30.42,54.23,53.6,,4.65,6.8,,,,19.38,-0.18,0.0
4174,10-Jan-2020 - 22:00,10-Jan-2020 - 23:00,118.75,,11.88,28.35,5.0,72.0,1.08,198.75,736.0,0.0,23.7,14.77,54.45,41.0,,4.62,6.6,,,,16.8,-0.2,0.0
4175,10-Jan-2020 - 23:00,11-Jan-2020 - 00:00,120.75,,11.6,28.23,5.0,72.0,0.85,226.5,736.0,0.0,24.62,18.85,47.52,40.62,,3.75,6.3,,,,15.98,-0.15,0.0
4176,11-Jan-2020 - 00:00,11-Jan-2020 - 01:00,109.25,,11.43,28.12,5.0,72.0,0.75,226.75,736.0,0.0,22.45,8.1,34.1,24.73,,6.15,5.55,,,,13.6,-0.18,0.0
4177,11-Jan-2020 - 01:00,11-Jan-2020 - 02:00,104.0,,11.33,27.95,5.0,72.0,0.6,236.5,736.0,0.0,21.33,9.5,38.05,27.95,,4.45,5.22,,,,11.95,-0.2,0.0
4178,11-Jan-2020 - 02:00,11-Jan-2020 - 03:00,100.25,,11.15,27.9,5.0,72.0,0.82,224.5,736.0,0.0,19.15,3.73,28.15,18.0,,6.17,4.88,,,,10.85,-0.2,0.0
