,From Date,To Date,PM2.5 (ug/m3),PM10 (ug/m3),AT (degree C),Temp (degree C),SR (W/mt2),RH (%),WS (m/s),WD (degree),BP (mmHg),RF (mm),SO2 (ug/m3),NO (ug/m3),NO2 (ug/m3),NOx (ppb),CO (mg/m3),Ozone (ug/m3),Benzene (ug/m3),Eth-Benzene,MP-Xylene,O Xylene,Toluene (ug/m3),VWS (m/s),TOT-RF (mm)
10655,08-Oct-2020 - 15:00,08-Oct-2020 - 16:00,59.75,,33.6,29.98,157.25,46.0,0.2,232.5,750.0,0.0,7.45,2.53,13.78,9.4,,77.7,,,,,,-0.2,0.0
10656,08-Oct-2020 - 16:00,08-Oct-2020 - 17:00,44.0,,33.45,29.05,50.0,43.5,0.2,225.0,750.0,0.0,8.3,2.85,12.0,8.7,,78.1,,,,,,-0.2,0.0
10657,08-Oct-2020 - 17:00,08-Oct-2020 - 18:00,36.0,,32.48,27.85,9.5,46.25,0.2,237.25,750.0,0.0,8.05,2.65,22.62,14.2,,67.57,,,,,,-0.2,0.0
10658,08-Oct-2020 - 18:00,08-Oct-2020 - 19:00,51.0,,31.18,29.3,9.0,55.5,0.2,182.75,750.0,0.0,10.47,2.3,35.2,20.62,,56.35,,,,,,-0.28,0.0
10659,08-Oct-2020 - 19:00,08-Oct-2020 - 20:00,71.0,,30.65,29.95,9.0,56.5,0.2,182.75,750.0,0.0,14.35,3.45,40.8,24.52,,56.75,,,,,,-0.35,0.0
10660,08-Oct-2020 - 20:00,08-Oct-2020 - 21:00,77.0,,30.4,30.0,9.0,57.5,0.2,189.0,750.0,0.0,12.55,3.0,37.45,22.35,,53.8,,,,,,-0.25,0.0
10661,08-Oct-2020 - 21:00,08-Oct-2020 - 22:00,74.0,,29.77,30.02,9.25,60.25,0.2,185.0,750.0,0.0,14.32,6.3,60.15,37.12,,31.57,,,,,,-0.2,0.0
10662,08-Oct-2020 - 22:00,08-Oct-2020 - 23:00,75.0,,29.25,30.1,10.0,64.0,0.2,56.5,750.0,0.0,15.85,4.0,52.15,31.0,,21.75,,,,,,-0.2,0.0
10663,08-Oct-2020 - 23:00,09-Oct-2020 - 00:00,76.0,,29.12,29.93,9.5,62.5,0.2,123.25,750.0,0.0,16.48,4.12,35.58,22.27,,31.95,,,,,,-0.2,0.0
10664,09-Oct-2020 - 00:00,09-Oct-2020 - 01:00,61.0,,28.5,30.0,9.0,59.0,0.2,212.0,750.0,0.0,13.8,25.95,48.3,46.85,,21.9,,,,,,-0.2,0.0
10665,09-Oct-2020 - 01:00,09-Oct-2020 - 02:00,53.5,,28.45,30.05,9.0,57.5,0.2,228.0,750.0,0.0,9.2,3.35,23.15,15.05,,35.85,,,,,,-0.2,0.0
10666,09-Oct-2020 - 02:00,09-Oct-2020 - 03:00,50.5,,28.45,30.1,9.0,58.0,0.2,228.0,750.0,0.0,10.12,6.95,33.67,23.58,,27.0,,,,,,-0.2,0.0
10667,09-Oct-2020 - 03:00,09-Oct-2020 - 04:00,52.0,,28.3,30.05,9.0,62.5,0.2,228.75,750.0,0.0,16.35,47.12,59.9,70.17,,10.25,,,,,,-0.2,0.0
10668,09-Oct-2020 - 04:00,09-Oct-2020 - 05:00,52.0,,27.9,30.2,9.0,63.0,0.2,228.5,750.0,0.0,14.85,46.15,61.7,70.4,,11.6,,,,,,-0.2,0.0
10669,09-Oct-2020 - 05:00,09-Oct-2020 - 06:00,45.0,,27.3,29.95,9.0,70.0,0.2,228.0,750.0,0.0,16.82,76.4,45.0,86.03,,9.7,,,,,,-0.2,0.0
10670,09-Oct-2020 - 06:00,09-Oct-2020 - 07:00,46.0,,27.35,29.8,9.0,72.5,0.2,228.0,750.0,0.0,16.1,62.3,40.25,72.1,,9.05,,,,,,-0.2,0.0
10671,09-Oct-2020 - 07:00,09-Oct-2020 - 08:00,50.0,,29.25,30.22,150.75,65.0,0.2,229.0,750.0,0.0,19.1,29.5,57.07,54.3,,13.58,,,,,,-0.2,0.0
10672,09-Oct-2020 - 08:00,09-Oct-2020 - 09:00,53.75,,31.18,30.72,311.25,54.75,0.18,205.5,750.0,0.0,18.47,5.9,42.6,27.45,,44.83,,,,,,-0.2,0.0
10673,09-Oct-2020 - 09:00,09-Oct-2020 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
10674,09-Oct-2020 - 10:00,09-Oct-2020 - 11:00,61.25,,33.35,31.23,560.75,48.0,0.2,215.5,750.0,0.0,6.32,4.12,31.77,20.25,,81.58,,,,,,-0.2,0.0
10675,09-Oct-2020 - 11:00,09-Oct-2020 - 12:00,68.0,,34.05,29.95,599.0,45.0,0.15,219.5,750.0,0.0,1.3,3.35,29.15,18.25,,93.25,,,,,,-0.2,0.0
10676,09-Oct-2020 - 12:00,09-Oct-2020 - 13:00,59.75,,34.53,29.82,589.75,40.5,0.2,232.5,750.0,0.0,82.2,40.62,11.93,39.5,,112.2,,,,,,-0.23,0.0
10677,09-Oct-2020 - 13:00,09-Oct-2020 - 14:00,68.0,,34.95,29.57,577.25,38.75,0.2,214.25,750.0,0.0,10.55,2.67,17.02,11.22,,88.82,,,,,,-0.18,0.0
10678,09-Oct-2020 - 14:00,09-Oct-2020 - 15:00,54.0,,34.65,29.15,461.0,38.5,0.2,223.5,750.0,0.0,7.9,3.5,24.65,15.95,,76.75,,,,,,-0.2,0.0
10679,09-Oct-2020 - 15:00,09-Oct-2020 - 16:00,45.5,,34.08,28.85,201.25,38.5,0.2,217.5,750.0,0.0,6.3,5.28,21.35,15.62,,74.2,,,,,,-0.15,0.0
10680,09-Oct-2020 - 16:00,09-Oct-2020 - 17:00,42.0,,33.7,28.7,49.0,39.0,0.3,206.0,750.0,0.0,6.2,19.6,46.3,40.6,,54.8,,,,,,-0.1,0.0
10681,09-Oct-2020 - 17:00,09-Oct-2020 - 18:00,43.5,,32.2,27.6,9.5,40.0,0.2,179.5,750.0,0.0,7.45,31.45,79.15,67.75,,36.25,,,,,,-0.2,0.0
10682,09-Oct-2020 - 18:00,09-Oct-2020 - 19:00,53.0,,31.35,28.25,9.0,42.75,0.2,174.25,750.0,0.0,13.15,49.0,109.03,97.85,,14.72,,,,,,-0.2,0.0
10683,09-Oct-2020 - 19:00,09-Oct-2020 - 20:00,80.5,,30.45,28.75,9.0,48.0,0.2,136.0,750.0,0.0,25.35,15.6,97.0,64.25,,12.6,,,,,,-0.2,0.0
10684,09-Oct-2020 - 20:00,09-Oct-2020 - 21:00,80.0,,30.05,28.75,9.0,48.5,0.2,191.0,750.0,0.0,24.2,39.7,108.8,90.1,,9.65,,,,,,-0.2,0.0
10685,09-Oct-2020 - 21:00,09-Oct-2020 - 22:00,82.0,,29.7,28.88,9.0,51.75,0.2,184.0,750.0,0.0,27.98,93.97,107.03,133.35,,9.9,,,,,,-0.2,0.0
10686,09-Oct-2020 - 22:00,09-Oct-2020 - 23:00,92.75,,28.82,28.85,9.0,56.5,0.2,174.0,750.0,0.0,18.85,27.98,69.5,59.72,,9.35,,,,,,-0.45,0.0
10687,09-Oct-2020 - 23:00,10-Oct-2020 - 00:00,89.5,,28.4,28.88,9.0,58.75,0.2,211.75,750.0,0.0,14.57,45.88,72.38,75.8,,10.3,,,,,,-0.2,0.0
10688,10-Oct-2020 - 00:00,10-Oct-2020 - 01:00,80.75,,28.2,28.95,9.0,59.75,0.2,202.25,750.0,0.0,16.55,55.98,75.45,85.62,,9.95,,,,,,-0.2,0.0
10689,10-Oct-2020 - 01:00,10-Oct-2020 - 02:00,80.0,,27.9,28.95,9.0,60.5,0.2,181.5,750.0,0.0,18.7,36.25,67.85,65.55,,9.7,,,,,,-0.2,0.0
10690,10-Oct-2020 - 02:00,10-Oct-2020 - 03:00,70.0,,27.68,28.95,9.0,58.5,0.2,230.75,750.0,0.0,15.4,22.27,60.15,50.08,,10.6,,,,,,-0.2,0.0
10691,10-Oct-2020 - 03:00,10-Oct-2020 - 04:00,69.25,,27.3,28.9,9.0,58.75,0.2,297.25,750.0,0.0,12.7,11.2,60.0,41.03,,11.03,,,,,,-0.2,0.0
10692,10-Oct-2020 - 04:00,10-Oct-2020 - 05:00,63.0,,27.15,28.9,9.0,65.0,0.2,300.25,750.0,0.0,15.5,48.52,53.85,68.05,,8.93,,,,,,-0.2,0.0
10693,10-Oct-2020 - 05:00,10-Oct-2020 - 06:00,61.0,,26.8,28.93,9.0,70.25,0.2,299.5,750.0,0.0,29.15,61.58,43.17,73.0,,8.65,,,,,,-0.2,0.0
10694,10-Oct-2020 - 06:00,10-Oct-2020 - 07:00,55.0,,27.25,28.9,29.5,67.5,0.2,50.0,750.0,0.0,25.05,55.45,51.15,72.3,,9.15,,,,,,-0.2,0.0
10695,10-Oct-2020 - 07:00,10-Oct-2020 - 08:00,53.75,,29.12,29.15,143.0,60.25,0.2,138.25,750.0,0.0,24.3,55.9,71.62,83.6,,11.7,,,,,,-0.2,0.0
10696,10-Oct-2020 - 08:00,10-Oct-2020 - 09:00,66.75,,30.52,29.68,288.25,56.25,0.2,170.25,750.0,0.0,16.38,20.1,86.03,62.08,,25.38,,,,,,-0.2,0.0
10697,10-Oct-2020 - 09:00,10-Oct-2020 - 10:00,90.0,,31.6,30.1,431.0,47.0,0.2,238.0,750.0,0.0,7.8,4.4,43.3,26.6,,60.1,,,,,,-0.2,0.0
10698,10-Oct-2020 - 10:00,10-Oct-2020 - 11:00,80.5,,33.55,30.45,560.25,44.0,0.15,222.5,750.0,0.0,3.22,2.8,28.02,17.2,,91.03,,,,,,-0.2,0.0
10699,10-Oct-2020 - 11:00,10-Oct-2020 - 12:00,69.0,,34.12,31.33,577.75,42.25,0.2,218.5,750.0,0.0,,2.77,26.73,16.48,,85.98,,,,,,-0.2,0.0
10700,10-Oct-2020 - 12:00,10-Oct-2020 - 13:00,72.5,,34.1,31.4,535.75,41.25,0.18,205.5,750.0,0.0,81.85,12.32,23.18,22.73,,130.85,,,,,,-0.15,0.0
10701,10-Oct-2020 - 13:00,10-Oct-2020 - 14:00,68.0,,34.28,30.57,536.0,38.25,0.2,215.0,750.0,0.0,4.15,3.6,27.62,17.62,,89.38,,,,,,-0.2,0.0
10702,10-Oct-2020 - 14:00,10-Oct-2020 - 15:00,57.0,,34.5,30.4,469.0,37.0,0.2,217.5,750.0,0.0,3.45,4.55,20.9,14.8,,81.35,,,,,,-0.15,0.0
10703,10-Oct-2020 - 15:00,10-Oct-2020 - 16:00,47.0,,33.67,30.43,211.25,39.5,0.23,213.5,750.0,0.0,2.55,6.3,40.33,26.6,,,,,,,,-0.1,0.0
10704,10-Oct-2020 - 16:00,10-Oct-2020 - 17:00,45.25,,33.1,30.38,31.5,40.75,0.2,214.0,750.0,0.0,4.8,7.25,43.7,29.12,,60.38,,,,,,-0.18,0.0
10705,10-Oct-2020 - 17:00,10-Oct-2020 - 18:00,46.0,,32.05,30.4,9.0,43.0,0.2,221.5,750.0,0.0,6.35,5.8,47.85,30.1,,52.55,,,,,,-0.2,0.0
10706,10-Oct-2020 - 18:00,10-Oct-2020 - 19:00,52.5,,31.2,30.12,9.0,45.25,0.2,232.25,750.0,0.0,12.53,50.65,92.35,90.35,,24.1,,,,,,-0.2,0.0
10707,10-Oct-2020 - 19:00,10-Oct-2020 - 20:00,68.0,,30.5,30.1,9.0,53.0,0.2,232.0,750.0,0.0,18.85,40.4,99.5,85.8,,10.9,,,,,,-0.2,0.0
10708,10-Oct-2020 - 20:00,10-Oct-2020 - 21:00,97.5,,30.1,29.95,9.0,55.0,0.2,221.5,750.0,0.0,21.25,46.95,96.6,89.6,,10.1,,,,,,-0.2,0.0
10709,10-Oct-2020 - 21:00,10-Oct-2020 - 22:00,114.5,,29.47,29.98,9.0,55.25,0.2,173.5,750.0,0.0,25.93,24.27,73.75,59.0,,13.45,,,,,,-0.33,0.0
10710,10-Oct-2020 - 22:00,10-Oct-2020 - 23:00,95.5,,29.0,29.8,9.0,56.25,0.2,176.5,750.0,0.0,14.55,4.15,44.7,27.12,,29.9,,,,,,-0.38,0.0
10711,10-Oct-2020 - 23:00,11-Oct-2020 - 00:00,72.0,,28.45,30.4,9.0,60.5,0.2,169.0,750.0,0.0,6.9,11.55,61.2,41.95,,17.45,,,,,,-0.25,0.0
10712,11-Oct-2020 - 00:00,11-Oct-2020 - 01:00,70.75,,28.12,29.77,9.25,61.5,0.2,175.25,750.0,0.0,6.03,4.03,52.2,31.07,,21.08,,,,,,-0.2,0.0
10713,11-Oct-2020 - 01:00,11-Oct-2020 - 02:00,58.0,,28.0,29.85,9.0,62.0,0.2,195.0,750.0,0.0,4.85,2.6,44.65,25.85,,29.0,,,,,,-0.2,0.0
10714,11-Oct-2020 - 02:00,11-Oct-2020 - 03:00,56.5,,27.95,29.82,9.0,61.0,0.2,195.0,750.0,0.0,8.95,2.45,51.65,29.42,,25.17,,,,,,-0.2,0.0
10715,11-Oct-2020 - 03:00,11-Oct-2020 - 04:00,44.75,,27.77,29.75,9.0,64.25,0.2,195.0,750.0,0.0,11.03,3.5,38.65,23.43,,23.2,,,,,,-0.2,0.0
10716,11-Oct-2020 - 04:00,11-Oct-2020 - 05:00,49.0,,27.6,29.9,9.0,63.0,0.2,195.0,750.0,0.0,12.5,3.4,32.85,20.25,,34.1,,,,,,-0.2,0.0
10717,11-Oct-2020 - 05:00,11-Oct-2020 - 06:00,48.25,,26.95,29.75,9.5,69.25,0.2,195.0,750.0,0.0,11.35,23.17,53.05,47.05,,9.25,,,,,,-0.2,0.0
10718,11-Oct-2020 - 06:00,11-Oct-2020 - 07:00,50.5,,26.85,29.65,18.0,69.75,0.2,182.75,750.0,0.0,11.48,14.85,55.07,41.35,,9.75,,,,,,-0.2,0.0
10719,11-Oct-2020 - 07:00,11-Oct-2020 - 08:00,56.0,,29.6,30.05,174.0,57.5,0.2,177.5,750.0,0.0,13.8,7.1,49.35,32.0,,33.5,,,,,,-0.2,0.0
10720,11-Oct-2020 - 08:00,11-Oct-2020 - 09:00,59.5,,30.7,30.35,255.5,51.75,0.2,151.0,750.0,0.0,11.47,4.07,26.18,17.25,,60.65,,,,,,-0.2,0.0
10721,11-Oct-2020 - 09:00,11-Oct-2020 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
10722,11-Oct-2020 - 10:00,11-Oct-2020 - 11:00,55.5,,33.05,30.8,563.5,46.0,0.2,171.0,750.0,0.0,5.6,2.3,13.65,7.5,,80.0,,,,,,-0.2,0.0
10723,11-Oct-2020 - 11:00,11-Oct-2020 - 12:00,48.0,,33.5,31.15,541.0,45.0,0.2,161.5,750.0,0.0,3.05,2.5,9.45,7.05,,73.7,,,,,,-0.25,0.0
10724,11-Oct-2020 - 12:00,11-Oct-2020 - 13:00,48.75,,33.78,32.0,575.5,43.25,0.15,176.0,750.0,0.0,73.05,40.7,11.57,39.4,,94.8,,,,,,-0.28,0.0
10725,11-Oct-2020 - 13:00,11-Oct-2020 - 14:00,50.5,,34.15,31.1,515.5,40.5,0.2,187.5,750.0,0.0,7.95,3.4,11.15,8.75,,100.55,,,,,,-0.1,0.0
10726,11-Oct-2020 - 14:00,11-Oct-2020 - 15:00,47.0,,34.4,31.07,380.5,40.25,0.2,215.5,750.0,0.0,7.3,3.0,14.05,9.9,,100.4,,,,,,-0.25,0.0
10727,11-Oct-2020 - 15:00,11-Oct-2020 - 16:00,44.0,,33.0,31.1,184.0,43.5,0.2,222.5,750.0,0.0,6.1,3.0,13.5,9.6,,,,,,,,-0.35,0.0
10728,11-Oct-2020 - 16:00,11-Oct-2020 - 17:00,60.0,,32.2,31.0,17.0,45.0,0.2,206.0,750.0,0.0,8.3,1.9,14.2,9.1,,102.2,,,,,,-0.4,0.0
10729,11-Oct-2020 - 17:00,11-Oct-2020 - 18:00,60.0,,31.88,31.02,9.0,46.5,0.2,232.25,750.0,0.0,8.25,1.95,19.2,5.9,,91.18,,,,,,-0.2,0.0
10730,11-Oct-2020 - 18:00,11-Oct-2020 - 19:00,62.5,,31.08,30.85,9.0,50.0,0.2,178.25,750.0,0.0,11.6,2.72,51.23,29.45,,53.73,,,,,,-0.28,0.0
10731,11-Oct-2020 - 19:00,11-Oct-2020 - 20:00,76.0,,30.6,30.6,9.0,54.0,0.2,187.0,750.0,0.0,12.6,2.8,57.0,32.6,,43.3,,,,,,-0.3,0.0
10732,11-Oct-2020 - 20:00,11-Oct-2020 - 21:00,77.0,,30.07,30.55,9.0,54.25,0.2,188.0,750.0,0.0,11.62,2.53,32.35,19.25,,55.05,,,,,,-0.4,0.0
10733,11-Oct-2020 - 21:00,11-Oct-2020 - 22:00,70.25,,29.52,30.5,9.0,57.5,0.2,190.0,750.0,0.0,10.92,2.92,22.77,14.5,,54.88,,,,,,-0.45,0.0
10734,11-Oct-2020 - 22:00,11-Oct-2020 - 23:00,59.0,,29.3,30.55,9.0,58.5,0.2,192.5,750.0,0.0,9.75,2.2,29.05,17.2,,49.55,,,,,,-0.45,0.0
10735,11-Oct-2020 - 23:00,12-Oct-2020 - 00:00,69.0,,28.8,30.4,9.0,60.5,0.57,170.75,750.0,0.0,9.18,2.92,18.02,11.98,,54.33,,,,,,-0.6,0.0
10736,12-Oct-2020 - 00:00,12-Oct-2020 - 01:00,64.0,,28.7,30.3,9.0,59.0,0.2,158.0,750.0,0.0,8.9,3.2,18.1,12.2,,52.5,,,,,,-0.2,0.0
10737,12-Oct-2020 - 01:00,12-Oct-2020 - 02:00,64.0,,28.45,30.15,9.0,60.0,0.2,155.5,750.0,0.0,7.85,2.55,27.35,16.6,,43.05,,,,,,-0.2,0.0
10738,12-Oct-2020 - 02:00,12-Oct-2020 - 03:00,56.0,,28.25,30.15,9.0,61.0,0.2,169.25,750.0,0.0,8.22,3.33,45.77,27.07,,27.65,,,,,,-0.2,0.0
10739,12-Oct-2020 - 03:00,12-Oct-2020 - 04:00,51.0,,27.82,30.25,9.0,63.25,0.2,175.25,750.0,0.0,9.07,2.48,42.1,24.4,,25.83,,,,,,-0.2,0.0
10740,12-Oct-2020 - 04:00,12-Oct-2020 - 05:00,47.0,,27.6,30.05,9.0,64.0,0.2,119.5,750.0,0.0,9.9,2.85,39.1,23.1,,28.8,,,,,,-0.2,0.0
10741,12-Oct-2020 - 05:00,12-Oct-2020 - 06:00,46.0,,27.45,29.92,9.25,63.5,0.2,141.5,750.0,0.0,10.32,2.8,36.58,21.68,,35.25,,,,,,-0.2,0.0
10742,12-Oct-2020 - 06:00,12-Oct-2020 - 07:00,52.5,,27.35,30.12,21.25,64.75,0.2,165.75,750.0,0.0,11.1,3.8,33.65,21.0,,32.48,,,,,,-0.2,0.0
10743,12-Oct-2020 - 07:00,12-Oct-2020 - 08:00,51.5,,27.98,30.32,123.75,63.5,0.2,175.5,750.0,0.0,12.22,3.08,22.5,14.43,,40.92,,,,,,-0.2,0.0
10744,12-Oct-2020 - 08:00,12-Oct-2020 - 09:00,63.0,,29.65,30.65,287.0,58.5,0.2,177.0,750.0,0.0,11.95,4.05,18.2,13.0,,48.25,,,,,,-0.2,0.0
10745,12-Oct-2020 - 09:00,12-Oct-2020 - 10:00,,,,,,,,,,,,,,,,,,,,,,,0.0
10746,12-Oct-2020 - 10:00,12-Oct-2020 - 11:00,83.0,,32.15,29.15,538.5,49.5,0.25,178.0,750.0,0.0,10.05,3.4,11.75,9.0,,75.85,,,,,,-0.45,0.0
10747,12-Oct-2020 - 11:00,12-Oct-2020 - 12:00,65.25,,32.75,30.75,574.75,46.75,0.35,184.25,750.0,0.0,7.25,2.68,9.52,7.28,,130.82,,,,,,-0.55,0.0
10748,12-Oct-2020 - 12:00,12-Oct-2020 - 13:00,58.0,,33.3,31.0,560.0,45.5,0.5,212.0,750.0,0.0,0.5,2.5,8.85,6.75,,87.85,,,,,,-0.45,0.0
10749,12-Oct-2020 - 13:00,12-Oct-2020 - 14:00,64.0,,33.08,30.48,500.25,44.75,0.45,209.75,750.0,0.0,0.2,2.85,11.38,8.35,,89.45,,,,,,-0.5,0.0
10750,12-Oct-2020 - 14:00,12-Oct-2020 - 15:00,63.0,,33.0,30.55,398.0,44.0,0.4,216.5,750.0,0.0,1.5,2.35,10.75,7.6,,85.85,,,,,,-0.4,0.0
10751,12-Oct-2020 - 15:00,12-Oct-2020 - 16:00,53.0,,32.9,31.6,271.0,45.0,0.45,211.0,750.0,0.0,2.75,2.8,10.0,7.6,,,,,,,,-0.4,0.0
10752,12-Oct-2020 - 16:00,12-Oct-2020 - 17:00,63.0,,32.25,30.4,46.5,46.5,0.3,201.0,750.0,0.0,1.1,2.45,14.3,9.65,,80.85,,,,,,-0.55,0.0
10753,12-Oct-2020 - 17:00,12-Oct-2020 - 18:00,38.0,,31.32,27.07,9.0,50.5,0.25,172.0,750.0,0.0,0.65,2.62,29.05,17.6,,130.57,,,,,,-0.32,0.0
10754,12-Oct-2020 - 18:00,12-Oct-2020 - 19:00,45.25,,30.85,27.2,9.0,53.0,0.2,169.0,750.0,0.0,5.73,3.22,40.92,24.38,,50.27,,,,,,-0.28,0.0
10755,12-Oct-2020 - 19:00,12-Oct-2020 - 20:00,73.0,,30.6,27.4,9.0,54.0,0.2,163.0,750.0,0.0,12.2,3.9,51.7,30.7,,40.3,,,,,,-0.2,0.0
10756,12-Oct-2020 - 20:00,12-Oct-2020 - 21:00,70.0,,30.1,27.4,9.0,54.5,0.25,180.0,750.0,0.0,12.4,2.6,28.75,17.4,,50.6,,,,,,-0.4,0.0
10757,12-Oct-2020 - 21:00,12-Oct-2020 - 22:00,62.5,,29.48,27.38,9.0,57.25,0.3,183.25,750.0,0.0,11.55,2.7,20.05,12.83,,55.35,,,,,,-0.53,0.0
10758,12-Oct-2020 - 22:00,12-Oct-2020 - 23:00,52.0,,29.15,27.33,9.0,59.5,0.25,184.0,750.0,0.0,12.5,3.22,17.58,11.95,,64.22,,,,,,-0.42,0.0
10759,12-Oct-2020 - 23:00,13-Oct-2020 - 00:00,61.0,,29.07,27.27,9.0,59.5,0.25,189.5,750.0,0.0,11.32,1.83,16.42,10.23,,60.42,,,,,,-0.35,0.0
10760,13-Oct-2020 - 00:00,13-Oct-2020 - 01:00,61.0,,28.8,27.2,9.0,60.0,0.3,188.0,750.0,0.0,11.1,1.7,13.6,8.6,,67.3,,,,,,-0.6,0.0
10761,13-Oct-2020 - 01:00,13-Oct-2020 - 02:00,63.0,,28.35,27.2,9.0,63.75,0.25,176.25,750.0,0.0,10.88,2.62,9.7,7.22,,58.82,,,,,,-0.45,0.0
10762,13-Oct-2020 - 02:00,13-Oct-2020 - 03:00,55.0,,28.12,27.12,9.0,65.0,0.2,184.25,750.0,0.0,9.82,2.67,10.68,7.9,,53.08,,,,,,-0.2,0.0
10763,13-Oct-2020 - 03:00,13-Oct-2020 - 04:00,53.0,,28.0,27.1,9.0,65.0,0.2,205.0,750.0,0.0,11.1,1.8,8.8,6.2,,54.5,,,,,,-0.5,0.0
10764,13-Oct-2020 - 04:00,13-Oct-2020 - 05:00,44.5,,27.55,27.0,9.0,67.5,0.2,182.5,750.0,0.0,10.8,2.35,12.05,8.3,,48.05,,,,,,-0.3,0.0
10765,13-Oct-2020 - 05:00,13-Oct-2020 - 06:00,46.0,,27.35,26.95,9.0,68.0,0.2,189.5,750.0,0.0,10.2,2.2,13.4,8.9,,45.8,,,,,,-0.35,0.0
10766,13-Oct-2020 - 06:00,13-Oct-2020 - 07:00,47.75,,27.18,27.73,17.25,70.0,0.28,194.25,750.0,0.0,9.65,2.17,19.35,12.05,,42.62,,,,,,-0.55,0.0
10767,13-Oct-2020 - 07:00,13-Oct-2020 - 08:00,53.5,,27.98,27.2,133.75,67.75,0.47,203.5,750.0,0.0,12.12,2.53,16.82,11.03,,46.9,,,,,,-0.75,0.0
10768,13-Oct-2020 - 08:00,13-Oct-2020 - 09:00,65.25,,28.82,27.7,251.25,65.5,0.3,195.75,750.0,0.0,13.1,2.7,13.58,9.38,,50.33,,,,,,-0.55,0.0
10769,13-Oct-2020 - 09:00,13-Oct-2020 - 10:00,69.0,,29.6,28.15,383.0,63.5,0.6,204.5,750.0,0.0,11.85,1.65,15.3,9.5,,56.8,,,,,,-0.9,0.0
10770,13-Oct-2020 - 10:00,13-Oct-2020 - 11:00,78.5,,31.05,28.1,548.0,58.0,1.3,180.0,750.0,0.0,11.3,3.05,11.55,8.6,,70.7,,,,,,-0.9,0.0
10771,13-Oct-2020 - 11:00,13-Oct-2020 - 12:00,60.5,,31.55,25.85,587.5,55.5,1.05,184.0,750.0,0.0,8.2,3.1,7.05,6.25,,71.15,,,,,,-0.75,0.0
10772,13-Oct-2020 - 12:00,13-Oct-2020 - 13:00,42.5,,32.33,25.52,573.25,52.25,0.78,195.0,750.0,0.0,64.42,11.83,6.6,13.5,,67.85,,,,,,-0.72,0.0
10773,13-Oct-2020 - 13:00,13-Oct-2020 - 14:00,41.25,,32.78,26.2,525.0,51.25,0.52,181.25,750.0,0.0,8.78,2.0,8.8,6.35,,68.2,,,,,,-0.57,0.0
10774,13-Oct-2020 - 14:00,13-Oct-2020 - 15:00,46.25,,32.7,24.38,349.5,49.75,0.45,183.25,750.0,0.0,8.0,2.58,6.28,5.38,,70.22,,,,,,-0.42,0.0
10775,13-Oct-2020 - 15:00,13-Oct-2020 - 16:00,37.0,,32.45,23.85,188.5,50.0,0.55,204.5,750.0,0.0,7.4,2.1,6.8,5.35,,70.4,,,,,,-0.6,0.0
10776,13-Oct-2020 - 16:00,13-Oct-2020 - 17:00,34.5,,32.0,23.88,47.25,52.0,0.6,200.25,750.0,0.0,7.0,2.05,9.78,6.88,,69.58,,,,,,-0.72,0.0
10777,13-Oct-2020 - 17:00,13-Oct-2020 - 18:00,51.5,,31.35,25.05,9.0,54.0,0.2,231.5,750.0,0.0,8.5,1.5,23.9,13.95,,109.05,,,,,,-0.2,0.0
10778,13-Oct-2020 - 18:00,13-Oct-2020 - 19:00,72.25,,31.0,26.35,9.0,55.5,0.2,204.75,750.0,0.0,9.95,2.78,47.85,27.7,,42.05,,,,,,-0.23,0.0
10779,13-Oct-2020 - 19:00,13-Oct-2020 - 20:00,97.0,,30.62,26.9,9.0,57.0,0.2,213.25,750.0,0.0,16.23,3.15,78.7,44.42,,20.98,,,,,,-0.2,0.0
10780,13-Oct-2020 - 20:00,13-Oct-2020 - 21:00,102.0,,30.15,27.15,9.5,59.0,0.2,239.5,750.0,0.0,16.9,4.0,63.95,37.3,,22.5,,,,,,-0.2,0.0
10781,13-Oct-2020 - 21:00,13-Oct-2020 - 22:00,96.0,,29.95,27.2,9.0,60.0,0.2,235.0,750.0,0.0,17.9,3.3,53.2,15.5,,28.65,,,,,,-0.2,0.0
10782,13-Oct-2020 - 22:00,13-Oct-2020 - 23:00,89.75,,29.5,27.15,9.0,61.5,0.2,227.25,750.0,0.0,12.6,2.95,54.62,31.45,,21.77,,,,,,-0.2,0.0
10783,13-Oct-2020 - 23:00,14-Oct-2020 - 00:00,82.0,,29.25,27.1,9.0,62.0,0.3,199.0,750.0,0.0,8.93,3.3,36.05,21.88,,29.3,,,,,,-0.45,0.0
10784,14-Oct-2020 - 00:00,14-Oct-2020 - 01:00,78.0,,29.05,27.17,9.0,63.5,0.2,190.5,750.0,0.0,8.43,10.2,18.73,18.25,,40.65,,,,,,-0.32,0.0
10785,14-Oct-2020 - 01:00,14-Oct-2020 - 02:00,65.0,,28.83,27.15,9.0,65.5,0.2,200.0,750.0,0.0,5.7,2.03,19.1,11.82,,39.8,,,,,,-0.4,0.0
10786,14-Oct-2020 - 02:00,14-Oct-2020 - 03:00,53.0,,28.6,27.1,9.0,66.5,0.2,196.0,750.0,0.0,5.85,2.2,21.05,13.0,,38.75,,,,,,-0.25,0.0
